Protein_Id	Gene_Symbol	Description	Group_ID	Number_of_peptides	Collapsed	Parsimony	default~ratios0 sum	TMTPro126	TMTPro128C	TMTPro129N	TMTPro130C	TMTPro131N	TMTPro131C	TMTPro133C	TMTPro134N	default~ratios9 sum
KY21.Chr3.821.v1.SL1-1			527	5	C	UR	0	0.56241	0.52785	0.60152	0.541987	0.64475	0.66815	0.7718	0.68157	0
KY21.Chr2.1373.v2.SL2-1			528	4	C	UR	0	0.0808051	0.0968158	0.282615	0.434351	0.71327	0.75167	0.94485	0.69562	0
KY21.Chr2.541.v1.SL1-1			529	24	C	UR	0	3.34192	2.79039	3.24274	2.88968	3.18417	2.89977	3.34714	2.30414	0
KY21.Chr1.1660.v1.SL1-1			530	8	C	UR	0	0.797913	0.647638	0.758721	0.875674	1.37963	0.853284	1.34714	1.34	0
KY21.Chr7.727.v1.SL1-1			531	34	C	UR	0	4.2724	3.8476	4.37219	3.61958	4.29588	3.8093	5.14687	4.63613	0
KY21.Chr2.1014.v5.SL2-1			532	30	C	UR	0	2.2034	1.92776	2.43713	2.90158	3.38518	3.53697	6.11091	7.49705	0
KY21.Chr9.949.v1.ND1-1			533	2	C	UR	0	0.00046448	0.00741286	0.0176216	0.020037	0.099647	0.31108	0.64854	0.8952	0
KY21.Chr12.146.v1.SL1-1			534	16	C	UR	0	1.95586	1.63259	2.064	1.79692	2.14448	1.9104	2.32211	2.17367	0
KY21.Chr4.751.v1.ND1-1			535	19	C	UR	0	1.444	1.07223	1.61816	1.68901	2.51197	2.82724	3.85926	3.9781	0
KY21.Chr1.248.v1.nonSL3-1			536	24	C	UR	0	2.98576	2.42155	3.01122	2.70512	3.13391	2.83675	3.55101	3.35469	0
KY21.Chr10.863.v1.nonSL1-1			537	13	C	UR	0	1.61945	1.41629	1.80034	1.50341	1.79623	1.59462	1.92391	1.34573	0
KY21.Chr8.546.v1.ND1-1			538	11	C	UR	0	1.33054	1.1793	1.36564	1.18975	1.45765	1.33415	1.62756	1.51542	0
KY21.Chr3.1165.v1.SL1-4			539	12	C	UR	0	1.31787	1.21004	1.29768	1.22763	1.39565	1.38482	2.15655	2.00975	0
KY21.Chr5.924.v1.nonSL22-3			540	16	C	UR	0	1.98467	1.78918	1.96762	2.65384	1.94964	1.8559	2.07891	1.72023	0
KY21.Chr3.287.v1.nonSL2-1			541	10	C	UR	0	1.40459	1.09362	1.21293	1.13435	1.34768	1.14669	1.36439	1.29578	0
KY21.Chr9.19.v1.SL1-1			542	8	C	UR	0	0.867224	0.747827	0.94774	0.816497	0.981855	0.997752	1.32	1.3211	0
KY21.Chr3.1320.v1.SL1-1			543	16	C	UR	0	2.29365	1.89815	2.14478	1.9637	2.13257	1.72918	2.08268	1.75524	0
KY21.Chr7.879.v1.SL1-1			543	10	C	UR	0	1.14345	0.934785	1.15992	1.0548	1.45492	1.31087	1.51017	1.43108	0
KY21.Chr3.230.v1.nonSL9-1			544	6	C	UR	0	0.50923	0.457467	0.491661	0.613873	0.87338	0.76553	1.09039	1.19846	0
KY21.Chr6.351.v1.SL1-1			545	6	C	UR	0	0.74139	0.649908	0.75431	0.71167	0.75708	0.68703	0.89638	0.80224	0
KY21.Chr13.372.v2.SL1-1			546	5	C	UR	0	0.141274	0.224922	0.63726	0.72619	0.94794	0.91169	0.80217	0.608566	0
KY21.Chr8.1006.v1.SL1-1			547	9	C	UR	0	1.11161	0.969605	1.17354	0.992364	1.25715	1.02939	1.28202	1.18431	0
KY21.Chr13.462.v1.SL1-4			548	12	C	UR	0	0.638744	0.608733	0.779956	0.702211	1.25718	1.78111	3.04946	3.1826	0
KY21.Chr1.365.v1.nonSL2-1			549	14	C	UR	0	1.78392	1.50191	1.82402	1.60113	1.79516	1.6326	1.964	1.89724	0
KY21.Chr8.175.v2.SL4-1			550	14	C	UR	0	0.494558	0.59821	1.19674	2.03092	3.21655	2.30113	2.36676	1.79512	0
KY21.Chr12.813.v1.nonSL14-1			551	66	C	UR	0	10.7972	9.68473	10.911	9.32901	8.26304	5.65853	5.99578	5.36083	0
KY21.Chr4.675.v2.ND2-1			553	7	C	UR	0	0.797477	0.718091	0.86445	0.71258	0.91378	0.852586	1.09482	1.04622	0
KY21.Chr13.276.v2.nonSL12-2			554	4	C	UR	0	0.380076	0.376382	0.51749	0.37278	0.4649	0.456792	0.76155	0.67002	0
KY21.Chr13.276.v1.nonSL2-1			554	1	C	UR	0	0.12795	0.117	0.10351	0.09361	0.10363	0.10483	0.16795	0.18152	0
KY21.Chr1.1004.v1.nonSL4-1			555	21	C	UR	0	2.49546	2.12542	2.61606	2.4156	2.84228	2.73108	2.99856	2.77555	0
KY21.Chr1.619.v1.nonSL13-1			556	6	C	UR	0	2.21872	1.64563	0.561854	0.29207	0.278184	0.318759	0.341473	0.343316	0
KY21.Chr3.1312.v1.SL3-1			557	15	C	UR	0	2.07839	1.81381	2.01905	1.45783	1.51358	1.40955	2.38817	2.31963	0
KY21.Chr3.1313.v1.SL3-1			557	9	C	UR	0	1.38336	1.2506	1.44709	0.473478	0.50529	0.557042	1.74144	1.64171	0
KY21.Chr4.535.v1.SL1-1			558	3	C	UR	0	0.217795	0.326115	0.74658	0.474	0.3626	0.244026	0.371444	0.257448	0
KY21.Chr2.1463.v1.nonSL8-1			559	6	C	UR	0	2.61978	1.73753	0.183729	0.104476	0.122186	0.254234	0.476851	0.50121	0
KY21.Chr5.462.v1.SL1-1			559	9	C	UR	0	0.320058	0.232147	0.41666	0.522791	0.964374	1.48705	2.40482	2.65207	0
KY21.Chr12.40.v1.SL1-1			560	8	C	UR	0	1.06455	0.871497	1.14658	0.9405	1.09191	0.926797	1.09023	0.867905	0
KY21.Chr9.128.v1.SL1-1			561	1	C	UR	0	0.14237	0.13032	0.13688	0.15438	0.11699	0.10491	0.10962	0.10453	0
KY21.Chr3.770.v1.SL2-1			562	36	C	UR	0	4.85806	4.14062	4.83159	4.21422	4.86669	4.25139	4.77221	4.06516	0
KY21.Chr3.1046.v1.SL1-1			563	30	C	UR	0	3.03277	2.57261	3.39451	3.57906	4.37404	4.05963	4.88433	4.10303	0
KY21.Chr10.1006.v1.SL1-1			564	11	C	UR	0	2.37193	2.11473	2.13923	0.898363	0.965588	0.738277	1.09286	0.678984	0
KY21.Chr5.583.v1.nonSL6-1			565	3	C	UR	0	0.40576	0.352008	0.38751	0.37084	0.44957	0.33414	0.39061	0.309566	0
KY21.Chr12.579.v1.nonSL1-1			566	10	C	UR	0	1.22434	1.00902	1.16086	1.16746	1.22541	1.18705	1.70718	1.31866	0
KY21.Chr14.675.v1.SL1-1			567	21	C	UR	0	2.39087	2.02882	2.58233	2.61889	2.93303	2.81878	2.83875	2.7885	0
KY21.Chr8.749.v1.nonSL1-1			568	11	C	UR	0	0.015147	0.0164012	0.0677503	0.0229997	0.508391	2.74683	3.7001	3.92237	0
KY21.Chr1.276.v2.SL2-1			569	2	C	UR	0	0.00880706	0.00124263	0.00124823	0.00087207	0.087728	0.61695	0.6097	0.67345	0
KY21.Chr9.484.v1.nonSL4-1			570	23	C	UR	0	2.76118	2.61257	2.85676	2.72512	3.03447	2.70592	3.26758	3.03636	0
KY21.Chr2.321.v4.SL3-1			571	11	C	UR	0	3.84895	2.93859	0.310316	0.373297	0.736993	0.860867	1.02544	0.90553	0
KY21.Chr7.530.v3.ND4-1			572	33	C	UR	0	2.48917	2.15657	2.37297	1.94513	4.06317	6.33025	7.41481	6.22792	0
KY21.Chr14.79.v1.nonSL2-1			573	2	C	UR	0	0.17752	0.10674	0.173704	0.28273	0.37923	0.25637	0.32675	0.29695	0
KY21.Chr1.2110.v1.SL1-1			574	43	C	UR	0	5.20408	4.56964	5.23914	5.65105	6.48053	5.39564	6.03611	4.42381	0
KY21.Chr1.1563.v1.SL1-1			575	15	C	UR	0	2.07415	1.91648	2.33882	2.18471	2.0953	1.60478	1.61195	1.17379	0
KY21.Chr10.356.v1.nonSL3-1			576	29	C	UR	0	4.09081	3.64883	4.28919	3.12906	3.36823	2.80212	4.09681	3.57496	0
KY21.Chr5.344.v2.SL1-1			577	7	C	UR	0	0.739864	0.675311	0.835847	0.766035	1.02793	0.91134	1.04079	1.00289	0
KY21.Chr6.492.v1.ND1-1			578	12	C	UR	0	1.51372	1.31726	1.57627	1.22879	1.53913	1.31152	1.71747	1.79586	0
KY21.Chr3.576.v1.SL1-1			579	83	C	UR	0	10.8627	8.60879	10.497	8.73199	10.4393	9.70718	12.4695	11.6836	0
KY21.Chr14.175.v2.nonSL6-1			580	12	C	UR	0	2.08599	1.65344	1.67941	1.12078	1.19019	1.29542	1.70957	1.26523	0
sp|P02768|ALBU_HUMAN_contaminant	ALB	Serum albumin OS=Homo sapiens GN=ALB PE=1 SV=2	581	17	C	UR	0	0.942917	0.42075	0.495393	0.537097	0.60683	0.791883	1.315	11.8902	0
sp|P02769|ALBU_BOVIN_contaminant	ALB	Serum albumin OS=Bos taurus GN=ALB PE=1 SV=4	581	21	C	UR	0	2.15755	2.13199	2.16679	2.19218	2.99806	2.59213	3.07998	3.68133	0
KY21.Chr2.1320.v2.nonSL2-1			582	11	C	UR	0	1.50862	1.20212	1.48346	1.23728	1.16411	1.25461	1.66671	1.48312	0
KY21.Chr11.267.v1.SL1-1			583	2	C	UR	0	0.11539	0.0880482	0.108285	0.26279	0.26503	0.2681	0.48464	0.40772	0
KY21.Chr13.222.v2.ND2-2			585	1	C	UR	0	0.051689	0.033104	0.049425	0.044955	0.053582	0.067575	0.29664	0.40303	0
sp|P15924|DESP_HUMAN_contaminant	DSP	Desmoplakin OS=Homo sapiens GN=DSP PE=1 SV=3	586	24	C	UR	0	4.14061	2.54191	3.90167	2.68538	2.05439	2.81006	4.00755	1.85845	0
KY21.Chr12.209.v1.SL1-1			587	28	C	UR	0	3.05004	2.65897	3.08369	3.18761	3.78691	3.5788	4.3636	4.29031	0
KY21.Chr10.738.v1.SL2-1			587	5	C	UR	0	0.59343	0.505503	0.56294	0.63186	0.65385	0.66701	0.69806	0.68736	0
KY21.Chr2.719.v1.ND1-1			588	52	C	UR	0	6.55913	5.76186	6.76813	5.37773	6.4003	5.90403	8.05739	7.17139	0
KY21.Chr5.178.v1.SL1-1			589	12	C	UR	0	1.71341	1.44822	1.57745	1.23139	1.4471	1.29459	1.76118	1.52664	0
KY21.Chr10.765.v1.SL1-1			590	69	C	UR	0	8.8218	7.15431	8.34403	8.01107	8.81981	8.51241	10.1948	9.1418	0
KY21.Chr5.517.v1.SL1-3			591	3	C	UR	0	0.44552	0.3874	0.41108	0.38677	0.38406	0.363502	0.34324	0.278427	0
KY21.Chr2.33.v1.ND1-1			592	17	C	UR	0	1.84368	1.5551	2.02825	1.90633	2.28588	2.18378	2.71053	2.48647	0
KY21.Chr2.145.v1.SL1-1			593	7	C	UR	0	0.86616	0.688964	0.89337	1.01724	1.08883	0.90669	0.87601	0.662736	0
KY21.Chr3.1114.v1.SL1-2			594	35	C	UR	0	4.22797	3.64916	4.21764	4.03946	4.75671	4.29232	5.21845	4.59835	0
KY21.Chr3.1107.v1.SL1-1			595	15	C	UR	0	1.56626	1.35819	1.5926	1.52126	1.85063	1.95078	2.64315	2.51716	0
KY21.Chr2.1056.v1.SL1-1			596	17	C	UR	0	2.0026	1.79971	2.05596	1.89075	2.26876	1.92848	2.38236	2.67142	0
KY21.Chr12.1020.v1.nonSL1-1			597	2	C	UR	0	0.20971	0.184957	0.20851	0.2381	0.36782	0.32897	0.2636	0.198357	0
KY21.Chr12.1089.v1.ND1-1			598	21	C	UR	0	2.92325	2.37977	2.6992	2.19888	2.58633	2.26591	2.83626	3.11039	0
KY21.Chr12.1088.v1.nonSL8-1			598	9	C	UR	0	0.745135	0.670758	0.695692	0.802914	0.93257	1.06248	1.82365	2.26679	0
KY21.Chr14.634.v1.nonSL2-1			599	9	C	UR	0	1.12672	1.01657	1.18075	1.03095	1.12053	1.02612	1.18482	1.31356	0
KY21.Chr12.171.v1.nonSL6-2			600	3	C	UR	0	0.133156	0.104281	0.199706	0.179938	0.3515	0.40807	0.77809	0.84526	0
KY21.Chr2.471.v1.SL4-1			601	1	C	UR	0	0.11828	0.092996	0.12404	0.11417	0.12615	0.12161	0.15069	0.15206	0
KY21.Chr11.7.v1.nonSL12-1			602	1	C	UR	0	0.097973	0.082074	0.13147	0.13105	0.15156	0.12915	0.14258	0.13415	0
KY21.Chr11.568.v3.SL1-4			603	51	C	UR	0	5.75921	5.01394	5.37635	4.72528	5.49047	6.11313	8.89831	9.62328	0
KY21.Chr11.573.v3.ND1-1			603	17	C	UR	0	0.108649	0.101924	0.139049	0.0993829	0.715721	2.44144	5.38237	8.01146	0
KY21.Chr11.971.v1.SL1-1			603	3	C	UR	0	0.0270344	0.0085292	0.00833273	0.00575317	0.324789	0.94684	0.680473	0.998242	0
KY21.Chr11.568.v1.SL2-1			603	7	C	UR	0	0.9968	0.86144	1.00789	0.80386	0.85877	0.76124	0.91567	0.79434	0
KY21.Chr12.213.v1.SL1-1			604	6	C	UR	0	0.661206	0.526661	0.63343	0.635453	0.86852	0.87753	0.92606	0.87115	0
KY21.Chr3.750.v1.SL1-1			605	1	C	UR	0	0.20124	0.26925	0.23102	0.12207	0.079173	0.032537	0.034209	0.030503	0
KY21.Chr2.1348.v1.nonSL1-1			606	13	C	UR	0	1.37575	1.14334	1.42187	1.39089	1.77262	1.59714	2.13355	2.16484	0
KY21.Chr3.909.v1.nonSL1-3			607	7	C	UR	0	1.16351	0.905313	0.85752	0.694184	0.81416	0.805501	0.882651	0.87716	0
KY21.Chr4.1039.v1.SL1-2			608	5	C	UR	0	0.339642	0.32833	0.646109	0.74276	0.61415	0.456692	0.71483	1.15748	0
KY21.Chr7.655.v1.SL1-1			609	27	C	UR	0	2.61022	2.30291	2.97002	3.24516	3.79581	3.50048	4.55183	4.02362	0
KY21.Chr11.318.v1.nonSL1-1			610	29	C	UR	0	3.35489	2.94932	3.51142	3.65443	4.17389	3.88059	4.08794	3.38754	0
KY21.Chr1.1664.v1.nonSL1-1			611	8	C	UR	0	0.915025	0.777558	1.00063	0.775555	1.02089	0.87925	1.35196	1.2791	0
KY21.Chr1.2195.v1.nonSL3-1			612	13	C	UR	0	1.47073	1.23908	1.54368	2.262	2.58982	1.74003	1.17614	0.978532	0
KY21.Chr1.1150.v2.nonSL2-1			613	9	C	UR	0	0.915002	0.794145	1.24522	1.03316	1.2317	1.126	1.39019	1.26457	0
KY21.Chr2.697.v2.SL1-1			613	2	C	UR	0	0.20987	0.17468	0.22253	0.207669	0.27774	0.26304	0.3615	0.28297	0
KY21.Chr4.475.v1.SL1-1			613	1	C	UR	0	0.069724	0.074773	0.14295	0.12509	0.16244	0.11639	0.17966	0.12899	0
KY21.Chr1.1730.v1.SL1-1			613	4	C	UR	0	0.462077	0.41392	0.57372	0.427931	0.52919	0.50726	0.58608	0.499818	0
KY21.Chr3.457.v1.nonSL1-1			614	5	C	UR	0	0.581932	0.48119	0.596838	0.498841	0.563275	0.510654	1.0027	0.76455	0
KY21.Chr1.2030.v1.SL1-1			615	9	C	UR	0	0.1388	0.182954	0.444685	0.932075	1.8028	1.96099	1.91534	1.62237	0
KY21.Chr2.918.v1.nonSL6-1			616	31	C	UR	0	4.3073	4.70462	3.95966	3.14118	3.80293	3.22866	4.19602	3.65958	0
KY21.Chr1.1057.v2.nonSL9-1			617	13	C	UR	0	2.4217	2.1343	1.85064	1.41622	1.45474	1.19009	1.46237	1.06997	0
KY21.Chr13.105.v1.nonSL2-1			618	23	C	UR	0	2.89237	2.30186	3.06984	2.50417	2.98382	2.96884	3.16929	3.1098	0
KY21.Chr14.84.v1.SL1-1			619	7	C	UR	0	0.526726	0.523506	1.16918	1.00486	1.07673	1.05731	0.898964	0.742697	0
KY21.Chr13.475.v1.nonSL4-3			620	28	C	UR	0	0.392255	0.256328	0.199118	0.44296	0.232801	2.28053	9.93062	14.2654	0
KY21.Chr6.214.v1.SL1-1			621	20	C	UR	0	2.4183	2.02236	2.47159	2.22063	2.56267	2.37343	3.12591	2.80515	0
KY21.Chr1.1056.v1.nonSL3-1			622	3	C	UR	0	0.41234	0.33958	0.41572	0.33375	0.41964	0.33307	0.38654	0.35935	0
KY21.Chr1.1029.v1.SL1-1			623	2	C	UR	0	0.203191	0.156844	0.23935	0.22389	0.26291	0.2893	0.32713	0.29738	0
KY21.Chr3.18.v1.nonSL2-1			624	4	C	UR	0	0.0337818	0.0469248	0.162891	0.464117	0.8721	0.70776	0.89235	0.82009	0
KY21.Chr2.595.v1.SL1-1			625	11	C	UR	0	1.48545	1.27655	1.48178	1.21811	1.37255	1.31307	1.53852	1.31398	0
KY21.Chr1.539.v1.SL1-1			626	18	C	UR	0	2.21915	1.94136	2.27514	2.47387	2.5776	2.15727	2.35912	1.9965	0
KY21.Chr11.1066.v1.nonSL2-1			627	17	C	UR	0	2.17641	1.9697	3.12955	2.01536	2.03798	1.74921	2.12392	1.79795	0
KY21.Chr2.1029.v1.SL2-1			628	38	C	UR	0	4.30696	3.77399	4.58189	4.26067	4.79434	4.64309	6.00917	5.62988	0
KY21.Chr2.56.v1.SL1-1			629	10	C	UR	0	0.978769	0.868679	1.16816	1.27145	1.4484	1.34143	1.6215	1.30164	0
KY21.Chr3.871.v1.SL1-1			630	1	C	UR	0	0.10559	0.082128	0.11493	0.13462	0.15538	0.13747	0.13621	0.13368	0
KY21.Chr1.1306.v1.ND1-1			631	3	C	UR	0	0.50997	0.44642	0.43742	0.357912	0.51904	0.427899	0.173284	0.128053	0
KY21.Chr8.392.v1.SL2-1			632	3	C	UR	0	0.36414	0.295433	0.36928	0.246146	0.38752	0.36253	0.51983	0.455132	0
KY21.Chr8.521.v1.nonSL2-1			633	5	C	UR	0	0.71706	0.63003	0.79309	0.59295	0.61159	0.5212	0.628622	0.505446	0
KY21.Chr8.1119.v1.SL1-1			634	22	C	UR	0	2.58035	2.04452	2.54226	2.35927	2.84604	2.86257	3.54526	3.21972	0
KY21.Chr9.342.v1.nonSL6-1			635	25	C	UR	0	3.26537	2.65699	3.08913	2.85463	3.36961	3.12559	3.51285	3.12588	0
KY21.Chr2.354.v1.ND1-1			636	4	C	UR	0	0.447436	0.378566	0.450067	0.464665	0.54791	0.51185	0.6271	0.57239	0
KY21.Chr10.147.v1.SL2-1			637	21	C	UR	0	5.49475	4.60585	4.53323	2.2582	1.74182	0.964886	0.769287	0.632017	0
KY21.Chr4.1026.v1.SL2-1			638	9	C	UR	0	0.694592	0.638087	0.776667	0.896803	1.00441	1.20139	1.69276	2.09528	0
KY21.Chr12.231.v1.ND1-2			638	2	C	UR	0	0.112497	0.146736	0.09928	0.176182	0.24972	0.24601	0.50273	0.46685	0
KY21.Chr8.1177.v1.SL1-1			638	2	C	UR	0	0.168767	0.177257	0.208833	0.181496	0.23649	0.24151	0.35614	0.42952	0
KY21.Chr1.1542.v1.SL2-1			639	7	C	UR	0	0.487058	0.443612	0.634345	0.676317	1.00082	1.06667	1.37119	1.32002	0
KY21.Chr3.1332.v1.nonSL2-1			640	28	C	UR	0	3.48863	3.03523	3.50529	3.52511	3.86372	3.17304	3.90619	3.50284	0
KY21.Chr14.684.v1.SL1-1			641	4	C	UR	0	0.47846	0.389852	0.44243	0.431671	0.58083	0.450313	0.65397	0.57246	0
KY21.Chr10.520.v1.SL1-1			642	10	C	UR	0	0.997659	0.863456	1.08038	1.30077	1.52832	1.36836	1.45249	1.40855	0
KY21.Chr7.560.v1.SL1-1			643	43	C	UR	0	5.45024	4.27533	5.1455	4.64455	5.42579	4.83091	7.86785	5.35979	0
KY21.Chr3.948.v1.SL1-3			645	11	C	UR	0	1.23914	1.08425	1.5068	1.20634	1.70899	1.61616	1.54407	1.09426	0
KY21.Chr14.797.v1.SL1-1			646	6	C	UR	0	0.8376	0.72899	0.9684	0.746757	0.775113	0.653444	0.709625	0.580087	0
KY21.Chr7.736.v1.SL1-1			647	11	C	UR	0	0.929461	0.7647	1.0556	1.25414	1.76369	1.99893	1.63856	1.59489	0
KY21.Chr2.78.v1.SL1-1			648	21	C	UR	0	2.25362	1.98813	2.36338	2.34927	2.94822	2.70118	3.32093	3.07525	0
KY21.Chr2.52.v1.nonSL1-1			649	11	C	UR	0	1.38515	1.13187	1.42415	1.12866	1.46193	1.32913	1.59966	1.53944	0
KY21.Chr14.811.v2.nonSL2-1			650	15	C	UR	0	1.79996	1.47225	1.71081	1.46488	1.9567	1.92007	2.33844	2.33693	0
KY21.Chr8.1241.v1.nonSL3-1			651	7	C	UR	0	0.525461	0.474212	0.88799	0.963885	1.19577	1.0365	1.05256	0.863623	0
KY21.Chr11.1067.v1.SL1-1			652	15	C	UR	0	2.17979	1.95799	2.25819	1.78511	1.92541	1.55098	1.85798	1.48453	0
KY21.Chr8.368.v1.ND1-4			653	6	C	UR	0	0.76158	0.566704	0.68124	0.621626	0.7863	0.71728	0.94562	0.91963	0
KY21.Chr1.1387.v2.nonSL8-2			654	7	C	UR	0	0.568992	0.490351	0.625011	0.8816	1.09723	1.0438	1.18742	1.10558	0
KY21.Chr8.1300.v1.SL1-2			655	14	C	UR	0	2.08286	1.88149	1.99781	1.70796	2.05023	1.70933	1.40096	1.16935	0
KY21.Chr10.491.v1.SL1-1			656	18	C	UR	0	2.10852	1.80284	2.26853	2.10744	2.53006	2.18786	2.59926	2.39546	0
KY21.Chr5.871.v1.SL1-1			657	49	C	UR	0	6.04359	5.23148	6.45037	5.58849	6.44857	5.90494	6.9029	6.4296	0
KY21.Chr2.260.v1.SL2-1			658	10	C	UR	0	1.37421	1.15255	1.33294	1.17946	1.39676	1.17927	1.27611	1.1087	0
KY21.Chr14.627.v1.SL1-1			659	11	C	UR	0	3.60021	0.725351	0.921516	0.916276	1.08242	1.07314	1.35814	1.32294	0
KY21.Chr11.918.v1.SL1-1			660	18	C	UR	0	2.18551	1.84732	2.17216	2.00511	2.55875	2.49495	2.94845	1.78775	0
KY21.Chr5.694.v1.SL1-1			661	14	C	UR	0	1.91665	1.67535	1.88471	1.66414	1.91654	1.55104	1.76087	1.63063	0
KY21.Chr4.17.v1.nonSL2-1			662	7	C	UR	0	0.96467	0.726574	0.816183	0.955271	0.9627	0.85307	0.93814	0.783399	0
KY21.Chr5.305.v1.SL1-1			663	9	C	UR	0	1.26451	1.1847	1.36112	1.14338	1.33331	1.01745	0.983198	0.71233	0
KY21.Chr1.1226.v1.SL1-1			664	64	C	UR	0	8.63944	7.42318	8.60582	7.04473	8.24497	7.3641	8.71138	7.96642	0
KY21.Chr10.221.v1.SL1-1			665	2	C	UR	0	0.186192	0.155974	0.177829	0.23428	0.26181	0.25811	0.35154	0.37428	0
KY21.Chr9.647.v1.nonSL4-1			666	10	C	UR	0	1.23395	0.890788	1.35723	0.911275	1.43506	1.18197	1.50535	1.48442	0
KY21.Chr14.157.v1.nonSL6-1			667	4	C	UR	0	0.421862	0.475724	0.44988	0.46415	0.57007	0.55211	0.61357	0.452655	0
KY21.Chr3.982.v1.nonSL5-1			668	3	C	UR	0	0.295316	0.290325	0.322491	0.35949	0.41621	0.40689	0.46392	0.44536	0
KY21.Chr1.5.v1.SL1-1			669	10	C	UR	0	1.27903	0.960388	1.25976	1.10516	1.29889	1.12188	1.61224	1.36263	0
KY21.Chr5.880.v1.nonSL2-1			670	20	C	UR	0	1.63183	1.38707	2.03809	2.0144	2.85839	2.65947	3.49188	3.91892	0
KY21.Chr10.929.v1.nonSL4-1			671	15	C	UR	0	1.37887	1.21027	1.49603	1.51483	2.5191	2.37854	2.61202	1.89035	0
KY21.Chr10.23.v2.SL2-1			672	19	C	UR	0	1.08316	0.299372	0.527702	0.947856	2.32888	3.18576	4.95643	5.67083	0
KY21.Chr9.641.v1.nonSL1-1			673	13	C	UR	0	0.731501	0.682093	1.30217	1.66763	2.30778	2.10974	2.1585	2.04059	0
KY21.Chr12.284.v4.SL2-1			674	78	C	UR	0	11.143	9.71824	10.4467	8.51301	9.689	9.21008	10.1644	9.11566	0
KY21.Chr12.318.v1.ND1-1			675	17	C	UR	0	1.22671	1.11262	1.45825	1.60108	2.16647	2.47178	3.86695	3.09612	0
KY21.Chr9.79.v1.SL1-1			676	11	C	UR	0	0.603852	0.517314	0.589037	0.800946	1.53424	1.86825	2.37804	2.70829	0
KY21.Chr2.1475.v1.SL1-1			677	9	C	UR	0	0.687502	0.609156	0.784014	1.11458	1.39933	1.3411	1.51579	1.54853	0
KY21.Chr4.957.v1.SL2-1			678	21	C	UR	0	3.16521	2.13607	2.57784	2.01404	2.5003	2.18635	3.47157	2.94864	0
KY21.Chr7.1057.v1.SL1-1			679	2	C	UR	0	0.103765	0.14134	0.136508	0.128008	0.26067	0.38932	0.42675	0.41363	0
KY21.Chr3.789.v1.SL1-1			680	18	C	UR	0	2.26229	2.02242	2.28579	1.97247	2.3006	2.10168	2.65355	2.40114	0
KY21.Chr9.1120.v1.SL2-1			681	13	C	UR	0	1.25804	1.07869	1.45523	1.3513	1.83474	1.71058	2.18672	2.12474	0
KY21.Chr13.102.v2.SL3-1			682	3	C	UR	0	0.0525996	0.0215725	0.0736591	0.084871	0.302075	0.65886	0.91727	0.8891	0
KY21.Chr2.1464.v1.nonSL2-1			683	21	C	UR	0	0.115503	0.203058	0.163343	0.202757	0.532873	2.86295	7.16817	9.75135	0
KY21.Chr2.1050.v1.nonSL3-5			684	92	C	UR	0	11.8343	10.0135	10.765	10.2386	11.9233	11.2785	13.2281	12.7188	0
KY21.Chr14.819.v2.SL2-1			685	6	C	UR	0	0.371453	0.285427	0.365507	0.542502	0.83711	0.94176	1.33201	1.32423	0
KY21.Chr7.536.v1.SL1-1			686	21	C	UR	0	2.89836	2.41465	2.66474	2.20117	2.55416	2.39766	3.1349	2.73437	0
KY21.Chr1.1966.v1.SL1-1			687	28	C	UR	0	4.20234	1.67302	2.18941	3.1913	4.03791	3.93929	3.6443	5.12239	0
KY21.Chr5.1077.v1.nonSL1-1			688	10	C	UR	0	1.01675	0.869869	1.12604	1.32855	1.54829	1.43406	1.41193	1.26453	0
KY21.Chr5.453.v1.ND1-1			689	4	C	UR	0	0.449824	0.408175	0.443077	0.592772	0.591978	0.676918	0.430002	0.407241	0
KY21.Chr5.353.v1.SL1-3			690	34	C	UR	0	3.95452	3.27696	5.3701	3.50383	4.08067	4.69307	4.8724	4.24846	0
KY21.Chr1.1367.v1.SL1-1			691	13	C	UR	0	1.47214	1.16171	1.43055	1.30665	1.70744	1.66005	2.20677	2.0547	0
KY21.Chr1.1513.v1.SL3-1			692	2	C	UR	0	0.23643	0.196873	0.24894	0.24825	0.26148	0.22417	0.29597	0.28789	0
KY21.Chr11.747.v2.SL2-1			693	7	C	UR	0	0.616688	0.485788	0.500971	0.459779	0.908865	0.993061	1.47327	1.56159	0
KY21.Chr11.747.v1.ND1-1			693	1	C	UR	0	0.00057689	0.00057168	0.00056724	0.00033456	0.074288	0.23364	0.35212	0.3379	0
KY21.Chr12.59.v1.SL1-1			694	14	C	UR	0	1.78423	1.47948	1.75784	1.46496	1.65921	1.58954	2.25757	2.00721	0
KY21.Chr13.169.v1.SL2-1			695	9	C	UR	0	0.783618	0.606695	0.682696	0.782998	0.970796	1.23023	1.8664	2.07655	0
KY21.Chr10.928.v1.nonSL2-1			696	100	C	UR	0	13.6939	11.6702	13.5721	11.2526	13.0079	11.359	13.243	12.2012	0
KY21.Chr5.877.v1.ND1-1			697	7	C	UR	0	0.914	0.77786	0.86755	0.744186	0.835426	0.83086	1.10133	0.92878	0
KY21.Chr3.664.v1.SL1-1			698	20	C	UR	0	1.33192	1.21922	1.83852	2.05543	3.13104	2.91796	3.81027	3.69558	0
