ID_protein	gene	gene_name	PE	SV
tr|F6YRA9|F6YRA9_CIOIN	guanidinoacetate N-methyltransferase	LOC100176150	PE=4	SV=2
tr|F6YRG2|F6YRG2_CIOIN	Caveolin		PE=3	SV=1
tr|F6YRI1|F6YRI1_CIOIN	ABC transporter domain-containing protein		PE=4	SV=2
tr|F6YRL7|F6YRL7_CIOIN	ADP-ribosylation factor-like protein 6-interacting protein 4		PE=3	SV=2
tr|F6YRR0|F6YRR0_CIOIN	Large ribosomal subunit protein uL13	LOC101243418	PE=3	SV=2
tr|F6YRS8|F6YRS8_CIOIN	Thioredoxin domain-containing protein		PE=4	SV=2
tr|F6YS00|F6YS00_CIOIN	FAD-binding FR-type domain-containing protein	nox4	PE=4	SV=2
tr|F6YS12|F6YS12_CIOIN	ASD2 domain-containing protein		PE=3	SV=2
tr|F6YS67|F6YS67_CIOIN	RNA helicase		PE=3	SV=2
tr|F6YS75|F6YS75_CIOIN	Translation initiation factor IF-2-like	LOC100186360	PE=4	SV=2
tr|F6YS92|F6YS92_CIOIN	"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial"	LOC100185786	PE=3	SV=1
tr|F6YSB9|F6YSB9_CIOIN	RING-type E3 ubiquitin transferase		PE=4	SV=1
tr|F6YSJ8|F6YSJ8_CIOIN	Centrosomal protein of 19 kDa	LOC100180617	PE=3	SV=2
tr|F6YSP8|F6YSP8_CIOIN	Carboxypeptidase E	LOC100184198	PE=3	SV=2
tr|F6YSQ6|F6YSQ6_CIOIN	Palmitoyltransferase		PE=3	SV=2
tr|F6YSX7|F6YSX7_CIOIN	DNA-directed RNA polymerases I and III subunit RPAC1		PE=3	SV=1
tr|F6YT91|F6YT91_CIOIN	E3 UFM1-protein ligase 1		PE=3	SV=2
tr|F6YTK2|F6YTK2_CIOIN	Protein kinase domain-containing protein		PE=4	SV=2
tr|F6YTL6|F6YTL6_CIOIN	26S proteasome regulatory subunit 4	LOC100182082	PE=3	SV=2
tr|F6YTM1|F6YTM1_CIOIN	Cellulose synthase		PE=4	SV=2
tr|F6YTT5|F6YTT5_CIOIN	H15 domain-containing protein		PE=3	SV=2
tr|F6YTU3|F6YTU3_CIOIN	Hexosyltransferase	LOC100181500	PE=3	SV=2
tr|F6YTW2|F6YTW2_CIOIN	G-protein coupled receptors family 1 profile domain-containing protein		PE=3	SV=2
tr|F6YTX7|F6YTX7_CIOIN	Zinc finger CCCH domain-containing protein 15	zf(c3h)-2	PE=3	SV=1
tr|F6YU08|F6YU08_CIOIN	G-protein coupled receptors family 1 profile domain-containing protein		PE=4	SV=2
tr|F6YU98|F6YU98_CIOIN	Ras-related protein Rab-23	LOC100182595	PE=4	SV=1
tr|F6YUT1|F6YUT1_CIOIN	Aminopeptidase	LOC100183092	PE=3	SV=2
tr|F6YV15|F6YV15_CIOIN	SH3 domain-binding protein 5-like		PE=3	SV=2
tr|F6YV26|F6YV26_CIOIN	Fucosyltransferase		PE=3	SV=2
tr|F6YV51|F6YV51_CIOIN	U-box domain-containing protein		PE=3	SV=2
tr|F6YVH4|F6YVH4_CIOIN	Uncharacterized protein		PE=3	SV=2
tr|F6YVI2|F6YVI2_CIOIN	Uncharacterized LOC100176076	LOC100176076	PE=4	SV=2
tr|F6YVL2|F6YVL2_CIOIN	Endophilin-A2	LOC100183862	PE=3	SV=2
tr|F6YVN3|F6YVN3_CIOIN	Bcl-2 Bcl-2 homology region 1-3 domain-containing protein		PE=3	SV=2
tr|F6YVN9|F6YVN9_CIOIN	Ubiquitin carboxyl-terminal hydrolase		PE=3	SV=2
tr|F6YVQ1|F6YVQ1_CIOIN	U6 snRNA-associated Sm-like protein LSm1	LSM1	PE=3	SV=2
tr|F6YVT2|F6YVT2_CIOIN	Neuropeptides B/W receptor type 2-like	LOC100178391	PE=3	SV=2
tr|F6YVU0|F6YVU0_CIOIN	Glycylpeptide N-tetradecanoyltransferase		PE=3	SV=2
tr|F6YVW8|F6YVW8_CIOIN	Aquaporin-like	LOC100176808	PE=3	SV=2
tr|F6YW02|F6YW02_CIOIN	sarcosine oxidasee (formaldehyde-forming)		PE=3	SV=2
tr|F6YW14|F6YW14_CIOIN	Transducer of regulated CREB activity N-terminal domain-containing protein		PE=3	SV=1
tr|F6YW46|F6YW46_CIOIN	Protein inturned		PE=3	SV=2
tr|F6YW52|F6YW52_CIOIN	Claudin-19	LOC100179981	PE=3	SV=2
tr|F6YWA2|F6YWA2_CIOIN	Cyclic nucleotide-binding domain-containing protein		PE=4	SV=2
tr|F6YWB6|F6YWB6_CIOIN	Nucleolar protein 6		PE=3	SV=2
tr|F6YWD0|F6YWD0_CIOIN	Prefoldin subunit 1		PE=3	SV=2
tr|F6YWF1|F6YWF1_CIOIN	Uncharacterized protein		PE=3	SV=2
tr|F6YWH4|F6YWH4_CIOIN	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5	LOC100180061	PE=3	SV=1
tr|F6YWI2|F6YWI2_CIOIN	Pre-mRNA-splicing factor SPF27	LOC100182504	PE=3	SV=2
tr|F6YWJ3|F6YWJ3_CIOIN	E3 ubiquitin-protein ligase ZNRF2	LOC100181970	PE=4	SV=2
tr|F6YWK0|F6YWK0_CIOIN	Defective in cullin neddylation protein	LOC100183493	PE=4	SV=2
tr|F6YWN2|F6YWN2_CIOIN	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7	LOC100176555	PE=3	SV=1
tr|F6YWN9|F6YWN9_CIOIN	DM domain-containing protein		PE=3	SV=2
tr|F6YWQ8|F6YWQ8_CIOIN	C-type lectin domain-containing protein		PE=3	SV=2
tr|F6YWT8|F6YWT8_CIOIN	Ribosome biogenesis protein BOP1 homolog		PE=3	SV=2
tr|F6YWW9|F6YWW9_CIOIN	P/Homo B domain-containing protein		PE=3	SV=2
tr|F6YWY7|F6YWY7_CIOIN	6-phosphofructo-2-kinase domain-containing protein		PE=3	SV=2
tr|F6YX11|F6YX11_CIOIN	Protein cereblon		PE=3	SV=2
tr|F6YX18|F6YX18_CIOIN	Uncharacterized protein		PE=3	SV=2
tr|F6YX22|F6YX22_CIOIN	diphosphoinositol-polyphosphate diphosphatase		PE=3	SV=2
tr|F6YX42|F6YX42_CIOIN	Deoxyribonuclease	LOC100177419	PE=3	SV=1
tr|F6YX47|F6YX47_CIOIN	G-protein coupled receptors family 1 profile domain-containing protein		PE=3	SV=2
tr|F6YX67|F6YX67_CIOIN	NEDD8-activating enzyme E1 catalytic subunit	LOC100183602	PE=3	SV=2
tr|F6YXI8|F6YXI8_CIOIN	Ribosome biogenesis protein BOP1 homolog		PE=3	SV=2
tr|F6YXK3|F6YXK3_CIOIN	HotDog ACOT-type domain-containing protein		PE=4	SV=2
tr|F6YXM6|F6YXM6_CIOIN	Protein kinase domain-containing protein		PE=4	SV=2
tr|F6YXT1|F6YXT1_CIOIN	Membrane protein BRI3	LOC100186405	PE=3	SV=1
tr|F6YXZ3|F6YXZ3_CIOIN	Succinyl-CoA:3-ketoacid-coenzyme A transferase	LOC100180566	PE=3	SV=2
tr|F6YY15|F6YY15_CIOIN	ERCC4 domain-containing protein		PE=3	SV=2
tr|F6YY22|F6YY22_CIOIN	ERCC4 domain-containing protein		PE=3	SV=2
tr|F6YY38|F6YY38_CIOIN	Cadherin domain-containing protein		PE=4	SV=2
tr|F6YY65|F6YY65_CIOIN	Calx-beta domain-containing protein		PE=3	SV=2
tr|F6YY92|F6YY92_CIOIN	Endoglucanase		PE=3	SV=2
tr|F6YYA5|F6YYA5_CIOIN	tRNA(His) guanylyltransferase		PE=3	SV=2
tr|F6YYE4|F6YYE4_CIOIN	Structural maintenance of chromosomes protein	LOC100180482	PE=3	SV=2
tr|F6YYF3|F6YYF3_CIOIN	vitamin-K-epoxide reductase (warfarin-sensitive)	LOC100178185	PE=3	SV=1
tr|F6YYP9|F6YYP9_CIOIN	Exportin-T		PE=3	SV=2
tr|F6YYW3|F6YYW3_CIOIN	CCR4-NOT transcription complex subunit 11	LOC100186999	PE=3	SV=2
tr|F6YYY1|F6YYY1_CIOIN	Zinc transporter 5		PE=3	SV=2
tr|F6YZ22|F6YZ22_CIOIN	Exportin-T		PE=3	SV=2
tr|F6YZ79|F6YZ79_CIOIN	5-formyltetrahydrofolate cyclo-ligase		PE=3	SV=2
tr|F6Z004|F6Z004_CIOIN	Solute carrier family 25 member 44-like	LOC100184148	PE=3	SV=1
tr|F6Z015|F6Z015_CIOIN	Arachidonate 5-lipoxygenase-like	LOC100179479	PE=4	SV=2
tr|F6Z092|F6Z092_CIOIN	Angiotensin-converting enzyme	LOC100177115	PE=3	SV=2
tr|F6Z0L2|F6Z0L2_CIOIN	Clathrin light chain		PE=3	SV=2
tr|F6Z0L7|F6Z0L7_CIOIN	Mitochondria-eating protein		PE=3	SV=2
tr|F6Z0T1|F6Z0T1_CIOIN	Protein kinase domain-containing protein		PE=4	SV=2
tr|F6Z0U1|F6Z0U1_CIOIN	Diphosphomevalonate decarboxylase		PE=3	SV=2
tr|F6Z0V4|F6Z0V4_CIOIN	COP9 signalosome complex subunit 7a-like	LOC113474404	PE=3	SV=1
tr|F6Z0W4|F6Z0W4_CIOIN	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12		PE=3	SV=2
tr|F6Z0X1|F6Z0X1_CIOIN	Neurotransmitter-gated ion-channel transmembrane domain-containing protein		PE=4	SV=2
tr|F6Z194|F6Z194_CIOIN	RNA helicase	LOC100182155	PE=4	SV=2
tr|F6Z1D9|F6Z1D9_CIOIN	Proteasome activator PA28 C-terminal domain-containing protein		PE=3	SV=2
tr|F6Z1E3|F6Z1E3_CIOIN	Small ribosomal subunit protein eS1	LOC100183027	PE=3	SV=2
tr|F6Z241|F6Z241_CIOIN	Mitochondrial carrier protein		PE=3	SV=2
tr|F6Z2G0|F6Z2G0_CIOIN	Clathrin light chain		PE=3	SV=2
tr|F6Z2L4|F6Z2L4_CIOIN	Vacuolar protein sorting-associated protein 37B-like	LOC100179674	PE=3	SV=1
tr|F6Z2U1|F6Z2U1_CIOIN	Kinesin motor domain-containing protein		PE=3	SV=2
tr|F6Z315|F6Z315_CIOIN	C2H2-type domain-containing protein		PE=3	SV=2
tr|F6Z326|F6Z326_CIOIN	SIS domain-containing protein		PE=4	SV=2
tr|F6Z370|F6Z370_CIOIN	Uncharacterized protein		PE=3	SV=2
tr|F6Z386|F6Z386_CIOIN	Fork-head domain-containing protein	LOC778713	PE=4	SV=2
tr|F6Z3A0|F6Z3A0_CIOIN	glutathione transferase	LOC100179151	PE=3	SV=2
tr|F6Z3N0|F6Z3N0_CIOIN	Fork-head domain-containing protein		PE=4	SV=2
tr|F6Z3S0|F6Z3S0_CIOIN	"Arginine--tRNA ligase, cytoplasmic"		PE=3	SV=2
tr|F6Z3S5|F6Z3S5_CIOIN	Probable imidazolonepropionase	LOC100181703	PE=3	SV=2
tr|F6Z3V6|F6Z3V6_CIOIN	Proteasome activator complex subunit 4 C-terminal domain-containing protein		PE=3	SV=2
tr|F6Z3Z5|F6Z3Z5_CIOIN	glutathione transferase	LOC100187183	PE=3	SV=2
tr|F6Z419|F6Z419_CIOIN	BHLH domain-containing protein	LOC448996	PE=4	SV=2
tr|F6Z423|F6Z423_CIOIN	serine--tRNA ligase	LOC100183239	PE=3	SV=2
tr|F6Z448|F6Z448_CIOIN	Fibrillar collagen NC1 domain-containing protein		PE=4	SV=2
tr|F6Z465|F6Z465_CIOIN	F-box domain-containing protein		PE=4	SV=2
tr|F6Z491|F6Z491_CIOIN	Proteasome subunit alpha type		PE=3	SV=2
tr|F6Z498|F6Z498_CIOIN	protein-serine/threonine phosphatase		PE=4	SV=1
tr|F6Z4E6|F6Z4E6_CIOIN	Uncharacterized protein		PE=4	SV=2
tr|F6Z4V3|F6Z4V3_CIOIN	Tyrosine-protein kinase		PE=3	SV=2
tr|F6Z509|F6Z509_CIOIN	Lamina-associated polypeptide 2-like	LOC100187247	PE=3	SV=1
tr|F6Z531|F6Z531_CIOIN	DUF4605 domain-containing protein	LOC100178723	PE=3	SV=1
tr|F6Z535|F6Z535_CIOIN	peptidylprolyl isomerase		PE=4	SV=2
tr|F6Z5P6|F6Z5P6_CIOIN	Aromatic-L-amino-acid decarboxylase	hdcl	PE=3	SV=2
tr|F6Z5U4|F6Z5U4_CIOIN	Exosome RNA helicase MTR4	LOC100182540	PE=4	SV=2
tr|F6Z5W5|F6Z5W5_CIOIN	Prolyl 3-hydroxylase OGFOD1		PE=3	SV=2
tr|F6Z5X9|F6Z5X9_CIOIN	Spindle assembly abnormal protein 6 homolog	LOC100182613	PE=4	SV=2
tr|F6Z672|F6Z672_CIOIN	"ATP-dependent RNA helicase SUPV3L1, mitochondrial"		PE=3	SV=2
tr|F6Z6D3|F6Z6D3_CIOIN	Hexosyltransferase		PE=3	SV=2
tr|F6Z6J9|F6Z6J9_CIOIN	NTR domain-containing protein		PE=3	SV=2
tr|F6Z6L1|F6Z6L1_CIOIN	Synapsin	syn	PE=3	SV=2
tr|F6Z6L6|F6Z6L6_CIOIN	"Propionyl-CoA carboxylase alpha chain, mitochondrial"	LOC100177936	PE=4	SV=2
tr|F6Z6P7|F6Z6P7_CIOIN	Calsequestrin		PE=3	SV=2
tr|F6Z6T5|F6Z6T5_CIOIN	Hexosyltransferase		PE=3	SV=2
tr|F6Z761|F6Z761_CIOIN	"Fumarate hydratase, mitochondrial"		PE=3	SV=2
tr|F6Z781|F6Z781_CIOIN	Calreticulin		PE=3	SV=2
tr|F6Z7A9|F6Z7A9_CIOIN	PAT complex subunit CCDC47	LOC100185712	PE=3	SV=2
tr|F6Z7K0|F6Z7K0_CIOIN	Dihydrolipoyl dehydrogenase		PE=3	SV=2
tr|F6Z7L3|F6Z7L3_CIOIN	C2H2-type domain-containing protein		PE=3	SV=1
tr|F6Z7L9|F6Z7L9_CIOIN	Ornithine aminotransferase		PE=3	SV=2
tr|F6Z7N3|F6Z7N3_CIOIN	Fibronectin type-III domain-containing protein		PE=4	SV=2
tr|F6Z7W1|F6Z7W1_CIOIN	Oxysterol-binding protein		PE=3	SV=2
tr|F6Z833|F6Z833_CIOIN	Sigma non-opioid intracellular receptor 1		PE=3	SV=2
tr|F6Z839|F6Z839_CIOIN	Protein kinase domain-containing protein		PE=3	SV=2
tr|F6Z897|F6Z897_CIOIN	Large ribosomal subunit protein eL30	LOC100183305	PE=3	SV=1
tr|F6Z8E9|F6Z8E9_CIOIN	Heparan-sulfate 6-O-sulfotransferase	LOC100182982	PE=3	SV=1
tr|F6Z8G0|F6Z8G0_CIOIN	Protein kinase domain-containing protein		PE=3	SV=2
tr|F6Z8I7|F6Z8I7_CIOIN	Cytoplasmic protein		PE=4	SV=2
tr|F6Z8S6|F6Z8S6_CIOIN	Luc7-like protein 3		PE=3	SV=2
tr|F6Z8X9|F6Z8X9_CIOIN	Cyclin-dependent kinase 20		PE=3	SV=2
tr|F6Z910|F6Z910_CIOIN	Brix domain-containing protein	ppan	PE=4	SV=2
tr|F6Z916|F6Z916_CIOIN	Uncharacterized protein		PE=3	SV=2
tr|F6Z932|F6Z932_CIOIN	Protein RFT1 homolog		PE=3	SV=2
tr|F6Z987|F6Z987_CIOIN	Kinesin-like protein		PE=3	SV=2
tr|F6Z998|F6Z998_CIOIN	Small ribosomal subunit protein eS17		PE=3	SV=2
tr|F6Z9B3|F6Z9B3_CIOIN	Pyrroline-5-carboxylate reductase	LOC100187490	PE=3	SV=1
tr|F6Z9G9|F6Z9G9_CIOIN	Solute carrier family 25 member 44-like	LOC100184148	PE=3	SV=2
tr|F6Z9J5|F6Z9J5_CIOIN	WD repeat-containing protein 91		PE=3	SV=2
tr|F6ZA03|F6ZA03_CIOIN	Nuclear pore complex protein	LOC100181332	PE=3	SV=2
tr|F6ZA54|F6ZA54_CIOIN	G-protein coupled receptors family 1 profile domain-containing protein		PE=3	SV=1
tr|F6ZAB8|F6ZAB8_CIOIN	Sodium-coupled monocarboxylate transporter 1		PE=3	SV=2
tr|F6ZAD3|F6ZAD3_CIOIN	Rap-GAP domain-containing protein		PE=4	SV=2
tr|F6ZAE1|F6ZAE1_CIOIN	Eukaryotic translation initiation factor 4H		PE=4	SV=2
tr|F6ZAH0|F6ZAH0_CIOIN	Zinc finger protein		PE=4	SV=2
tr|F6ZAQ4|F6ZAQ4_CIOIN	Laminin subunit gamma-1		PE=4	SV=2
tr|F6ZAR8|F6ZAR8_CIOIN	Dynein axonemal assembly factor 3	LOC100186702	PE=3	SV=2
tr|F6ZAY7|F6ZAY7_CIOIN	HMG box domain-containing protein		PE=4	SV=1
tr|F6ZB45|F6ZB45_CIOIN	YEATS domain-containing protein 2	LOC100186846	PE=4	SV=2
tr|F6ZB59|F6ZB59_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|F6ZB81|F6ZB81_CIOIN	Sphingosine 1-phosphate receptor 3	LOC494372	PE=3	SV=1
tr|F6ZBB5|F6ZBB5_CIOIN	Glycerol-3-phosphate dehydrogenase	LOC100183886	PE=3	SV=2
tr|F6ZBD0|F6ZBD0_CIOIN	Menin	LOC104265605	PE=4	SV=2
tr|F6ZBF1|F6ZBF1_CIOIN	phosphoserine phosphatase	LOC100178245	PE=3	SV=2
tr|F6ZBI9|F6ZBI9_CIOIN	"alpha-1,2-Mannosidase"		PE=3	SV=2
tr|F6ZBK7|F6ZBK7_CIOIN	TAP-C domain-containing protein		PE=3	SV=2
tr|F6ZBR4|F6ZBR4_CIOIN	Post-GPI attachment to proteins factor 2	LOC100180163	PE=3	SV=2
tr|F6ZBY5|F6ZBY5_CIOIN	TIP41-like protein	LOC100182021	PE=3	SV=2
tr|F6ZC01|F6ZC01_CIOIN	CMP/dCMP-type deaminase domain-containing protein		PE=3	SV=1
tr|F6ZC49|F6ZC49_CIOIN	T-complex protein 1 subunit theta	LOC100185233	PE=3	SV=1
tr|F6ZC68|F6ZC68_CIOIN	Uncharacterized protein		PE=3	SV=2
tr|F6ZCE0|F6ZCE0_CIOIN	non-specific serine/threonine protein kinase		PE=4	SV=2
tr|F6ZCF4|F6ZCF4_CIOIN	N(6)-L-threonylcarbamoyladenine synthase	LOC100178784	PE=4	SV=2
tr|F6ZCR7|F6ZCR7_CIOIN	Thioredoxin domain-containing protein		PE=3	SV=2
tr|F6ZCY4|F6ZCY4_CIOIN	Rho-GAP domain-containing protein		PE=4	SV=2
tr|F6ZD00|F6ZD00_CIOIN	Probable splicing factor YJU2B		PE=3	SV=2
tr|F6ZD22|F6ZD22_CIOIN	"Phosphatidylinositol-4,5-bisphosphate 4-phosphatase"		PE=4	SV=1
tr|F6ZDN3|F6ZDN3_CIOIN	Sema domain-containing protein		PE=4	SV=2
tr|F6ZDN7|F6ZDN7_CIOIN	Major facilitator superfamily (MFS) profile domain-containing protein		PE=4	SV=2
tr|F6ZDT1|F6ZDT1_CIOIN	RNA exonuclease 4		PE=3	SV=1
tr|F6ZE10|F6ZE10_CIOIN	Carbonic anhydrase		PE=3	SV=2
tr|F6ZE91|F6ZE91_CIOIN	Lactoylglutathione lyase		PE=3	SV=2
tr|F6ZE98|F6ZE98_CIOIN	DRBM domain-containing protein		PE=4	SV=2
tr|F6ZES6|F6ZES6_CIOIN	Peroxisomal biogenesis factor 19	LOC100184268	PE=3	SV=2
tr|F6ZEU6|F6ZEU6_CIOIN	Condensin-2 complex subunit H2		PE=3	SV=2
tr|F6ZF76|F6ZF76_CIOIN	Mitochondrial pyruvate carrier	LOC100175853	PE=3	SV=1
tr|F6ZFE0|F6ZFE0_CIOIN	Amino acid transporter transmembrane domain-containing protein	vgat	PE=4	SV=2
tr|F6ZFM9|F6ZFM9_CIOIN	Protein kinase domain-containing protein		PE=3	SV=1
tr|F6ZFS8|F6ZFS8_CIOIN	Phosphate transporter		PE=3	SV=2
tr|F6ZFT6|F6ZFT6_CIOIN	Charged multivesicular body protein 7		PE=3	SV=2
tr|F6ZG00|F6ZG00_CIOIN	Protein kinase domain-containing protein		PE=4	SV=2
tr|F6ZG04|F6ZG04_CIOIN	ribokinase		PE=4	SV=2
tr|F6ZGD4|F6ZGD4_CIOIN	Vacuolar protein sorting-associated protein 18 homolog	LOC100185122	PE=3	SV=2
tr|F6ZGE9|F6ZGE9_CIOIN	Prefoldin subunit 2		PE=3	SV=2
tr|F6ZGG6|F6ZGG6_CIOIN	U1 small nuclear ribonucleoprotein 70 kDa	LOC100178141	PE=4	SV=1
tr|F6ZGL4|F6ZGL4_CIOIN	Probable RNA polymerase II nuclear localization protein SLC7A6OS		PE=3	SV=2
tr|F6ZGM2|F6ZGM2_CIOIN	Probable RNA polymerase II nuclear localization protein SLC7A6OS		PE=3	SV=2
tr|F6ZGR3|F6ZGR3_CIOIN	Peptidase M12B domain-containing protein		PE=4	SV=2
tr|F6ZGS5|F6ZGS5_CIOIN	NADH-cytochrome b5 reductase	LOC100176772	PE=3	SV=2
tr|F6ZGT8|F6ZGT8_CIOIN	Vacuolar-sorting protein SNF8	LOC100176704	PE=3	SV=2
tr|F6ZGX7|F6ZGX7_CIOIN	Glutamate--cysteine ligase		PE=3	SV=2
tr|F6ZGZ0|F6ZGZ0_CIOIN	Glutamate--cysteine ligase		PE=3	SV=2
tr|F6ZH24|F6ZH24_CIOIN	Agrin		PE=4	SV=2
tr|F6ZH38|F6ZH38_CIOIN	Mediator of RNA polymerase II transcription subunit 8	MED8	PE=3	SV=2
tr|F6ZH66|F6ZH66_CIOIN	ENTH domain-containing protein		PE=4	SV=1
tr|F6ZHA2|F6ZHA2_CIOIN	ubiquitinyl hydrolase 1		PE=4	SV=2
tr|F6ZHC8|F6ZHC8_CIOIN	Cholecystokinin receptor type A-like	LOC100181046	PE=3	SV=2
tr|F6ZHD7|F6ZHD7_CIOIN	Anaphase-promoting complex subunit 4-like WD40 domain-containing protein		PE=4	SV=2
tr|F6ZHF5|F6ZHF5_CIOIN	Protein Wnt		PE=3	SV=2
tr|F6ZHQ8|F6ZHQ8_CIOIN	Phospholipid-transporting ATPase		PE=3	SV=2
tr|F6ZHS2|F6ZHS2_CIOIN	FAD/NAD(P)-binding domain-containing protein		PE=3	SV=2
tr|F6ZI02|F6ZI02_CIOIN	Acyl-coenzyme A oxidase	LOC100186223	PE=3	SV=2
tr|F6ZI41|F6ZI41_CIOIN	NAD-dependent protein deacetylase sirtuin-2	LOC100185251	PE=3	SV=2
tr|F6ZIC6|F6ZIC6_CIOIN	NEDD8-conjugating enzyme UBE2F-like	LOC100181334	PE=3	SV=2
tr|F6ZID3|F6ZID3_CIOIN	Uncharacterized protein		PE=3	SV=2
tr|F6ZID9|F6ZID9_CIOIN	Elongation factor 1-alpha		PE=3	SV=2
tr|F6ZIF2|F6ZIF2_CIOIN	Elongation factor 1-alpha		PE=3	SV=2
tr|F6ZIL3|F6ZIL3_CIOIN	Neurotransmitter-gated ion-channel ligand-binding domain-containing protein		PE=3	SV=2
tr|F6ZIM0|F6ZIM0_CIOIN	Transcriptional adapter		PE=4	SV=2
tr|F6ZIP1|F6ZIP1_CIOIN	Palmitoyltransferase	zf(dhhc)-4	PE=3	SV=2
tr|F6ZIP8|F6ZIP8_CIOIN	"NADPH:adrenodoxin oxidoreductase, mitochondrial"		PE=3	SV=2
tr|F6ZIT4|F6ZIT4_CIOIN	Protein kinase domain-containing protein		PE=4	SV=2
tr|F6ZIX6|F6ZIX6_CIOIN	Arsenite methyltransferase	LOC100181209	PE=3	SV=2
tr|F6ZJ18|F6ZJ18_CIOIN	Glypican-6-like	LOC100182244	PE=3	SV=2
tr|F6ZJ39|F6ZJ39_CIOIN	Golgin subfamily A member 5		PE=4	SV=2
tr|F6ZJ88|F6ZJ88_CIOIN	peptidylglycine monooxygenase		PE=4	SV=2
tr|F6ZJB9|F6ZJB9_CIOIN	MICOS complex subunit MIC60		PE=3	SV=2
tr|F6ZJP7|F6ZJP7_CIOIN	Peptidyl-prolyl cis-trans isomerase		PE=3	SV=1
tr|F6ZJU8|F6ZJU8_CIOIN	Hexosyltransferase	LOC100179189	PE=3	SV=2
tr|F6ZJZ6|F6ZJZ6_CIOIN	TOG domain-containing protein		PE=4	SV=2
tr|F6ZK74|F6ZK74_CIOIN	Phosphoinositide phospholipase C		PE=4	SV=2
tr|F6ZK97|F6ZK97_CIOIN	ATP synthase subunit b		PE=3	SV=2
tr|F6ZKJ6|F6ZKJ6_CIOIN	Fanconi-associated nuclease		PE=3	SV=1
tr|F6ZKS0|F6ZKS0_CIOIN	AAA+ ATPase domain-containing protein		PE=3	SV=2
tr|F6ZKU9|F6ZKU9_CIOIN	Cytoglobin-1	LOC100183004	PE=3	SV=1
tr|F6ZKW1|F6ZKW1_CIOIN	GTP-binding nuclear protein Ran		PE=3	SV=2
tr|F6ZL37|F6ZL37_CIOIN	Trimeric intracellular cation channel type A-like	LOC100178461	PE=3	SV=1
tr|F6ZLB7|F6ZLB7_CIOIN	Activating signal cointegrator 1 complex subunit 3	LOC100176960	PE=3	SV=2
tr|F6ZLG3|F6ZLG3_CIOIN	GSKIP domain-containing protein		PE=4	SV=1
tr|F6ZLL7|F6ZLL7_CIOIN	Protein-lysine N-methyltransferase		PE=3	SV=2
tr|F6ZLR2|F6ZLR2_CIOIN	CS domain-containing protein		PE=4	SV=2
tr|F6ZLV3|F6ZLV3_CIOIN	Mediator of RNA polymerase II transcription subunit 30	LOC100181710	PE=3	SV=2
tr|F6ZLW4|F6ZLW4_CIOIN	Homeobox domain-containing protein		PE=4	SV=1
tr|F6ZM08|F6ZM08_CIOIN	Protein ECT2		PE=4	SV=2
tr|F6ZM33|F6ZM33_CIOIN	RING-type domain-containing protein		PE=3	SV=2
tr|F6ZM46|F6ZM46_CIOIN	Protein kinase domain-containing protein		PE=3	SV=2
tr|F6ZM55|F6ZM55_CIOIN	BZIP domain-containing protein		PE=1	SV=1
tr|F6ZM86|F6ZM86_CIOIN	Translocon Sec61/SecY plug domain-containing protein		PE=3	SV=2
tr|F6ZMB2|F6ZMB2_CIOIN	Protein kinase domain-containing protein		PE=3	SV=2
tr|F6ZMJ0|F6ZMJ0_CIOIN	Preprogonadotropin-releasing hormone 2	LOC100184189	PE=3	SV=1
tr|F6ZN15|F6ZN15_CIOIN	"Methylmalonyl-CoA mutase, mitochondrial"		PE=3	SV=2
tr|F6ZN89|F6ZN89_CIOIN	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A-like protein 1		PE=3	SV=2
tr|F6ZNA8|F6ZNA8_CIOIN	Wee1-like protein kinase 1-A	LOC100186458	PE=4	SV=2
tr|F6ZNE7|F6ZNE7_CIOIN	T-box transcription factor Ci-Tbx15/18/22	tbx15/18/22	PE=4	SV=2
tr|F6ZNF4|F6ZNF4_CIOIN	Nicotinic acetylcholine receptor subunit		PE=3	SV=2
tr|F6ZNJ4|F6ZNJ4_CIOIN	"Beta-1,4-galactosyltransferase"	LOC100181252	PE=3	SV=2
tr|F6ZNK2|F6ZNK2_CIOIN	Kinase	LOC100182374	PE=3	SV=2
tr|F6ZNW9|F6ZNW9_CIOIN	Cytochrome P450 2F5-like	LOC100175831	PE=3	SV=2
tr|F6ZP02|F6ZP02_CIOIN	Pre-mRNA-splicing factor 38		PE=3	SV=2
tr|F6ZP71|F6ZP71_CIOIN	EF-hand domain-containing protein		PE=3	SV=2
tr|F6ZP94|F6ZP94_CIOIN	Aspartoacylase-like	LOC100182260	PE=3	SV=2
tr|F6ZPP4|F6ZPP4_CIOIN	"ATP synthase-coupling factor 6, mitochondrial"	LOC100178780	PE=3	SV=1
tr|F6ZPP9|F6ZPP9_CIOIN	Rab11 family-interacting protein 3-like	LOC100180447	PE=4	SV=2
tr|F6ZPU3|F6ZPU3_CIOIN	Trafficking protein particle complex subunit 5	LOC100179545	PE=3	SV=1
